,payment method,categoria Horeca,metodo Pagamento,venduto,citta,macroregione,regione,provincia,data,transazione media,Profitto
1057,postepay,Ristorante,maestro,205032,Vipiteno,Nord-est,Trentino-Alto Adige/Südtirol,Bolzano,2021-11-23,26,34107
1058,paypal,Pasticceria,bancomat,219542,Vipiteno,Nord-est,Trentino-Alto Adige/Südtirol,Bolzano,2021-11-24,92,81869
1059,satispay,Pasticceria,maestro,272292,Vipiteno,Nord-est,Trentino-Alto Adige/Südtirol,Bolzano,2021-11-25,86,35255
1060,contante,Stabilimento Balneare,visa,476271,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-11-26,60,96602
1061,buono pasto,Pizzeria,carta fedelta,39777,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-11-27,6,18397
1062,maestro,Pasticceria,contante,373779,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-11-28,10,143528
1063,mastercard,Pizzeria,bancomat,793131,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-11-29,39,145911
1064,bancomat,Ristorante,bancomat,323853,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-11-30,61,99166
1065,carta fedelta,Hotel,visa,459325,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-01,79,114771
1066,visa,Bar,contante,526677,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-02,88,30866
1067,postepay,Enoteca,maestro,977225,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-03,10,293377
1068,paypal,Pasticceria,maestro,593072,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-04,9,119144
1069,satispay,Pasticceria,satispay,910642,Pieve Tesino,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-05,55,300023
1070,contante,Ristorante,mastercard,304343,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-06,89,53606
1071,buono pasto,Ristorante,mastercard,933879,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-07,8,151728
1072,maestro,Enoteca,bancomat,687835,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-08,95,297481
1073,mastercard,Hotel,contante,318610,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-09,78,2408
1074,bancomat,Pasticceria,paypal,281233,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-10,71,74708
1075,carta fedelta,Hotel,postepay,707288,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-11,11,239493
1076,visa,Ristorante,maestro,269144,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-12,34,127045
1077,postepay,Stabilimento Balneare,bancomat,990228,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-13,90,219628
1078,paypal,Bar,bancomat,51418,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-14,74,12643
1079,satispay,Bar,carta fedelta,68073,Riva del Garda,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-15,13,2350
1080,contante,Enoteca,postepay,823993,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-16,41,297405
1081,buono pasto,Pasticceria,mastercard,753956,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-17,18,292499
1082,maestro,Pasticceria,mastercard,312208,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-18,6,48570
1083,mastercard,Ristorante,postepay,818672,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-19,78,49949
1084,bancomat,Ristorante,maestro,563872,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-20,73,195476
1085,carta fedelta,Stabilimento Balneare,bancomat,124980,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-21,93,27402
1086,visa,Pizzeria,bancomat,135133,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-22,60,64292
1087,postepay,Stabilimento Balneare,paypal,333383,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-23,52,103784
1088,paypal,Enoteca,buono pasto,475176,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-24,66,106307
1089,satispay,Stabilimento Balneare,bancomat,65195,Sfruz,Nord-est,Trentino-Alto Adige/Südtirol,Trento,2021-12-25,36,28788
1090,contante,Enoteca,bancomat,287779,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2021-12-26,98,142057
1091,buono pasto,Hotel,maestro,767692,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2021-12-27,94,142530
1092,maestro,Hotel,bancomat,48676,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2021-12-28,61,973
1093,mastercard,Ristorante,mastercard,480834,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2021-12-29,83,93158
1094,bancomat,Pizzeria,contante,988905,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2021-12-30,9,420766
1095,carta fedelta,Hotel,buono pasto,458138,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2021-12-31,72,129425
1096,visa,Pizzeria,maestro,717236,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2022-01-01,45,298566
1097,postepay,Pizzeria,mastercard,746942,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2022-01-02,76,9330
1098,paypal,Pasticceria,contante,294345,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2022-01-03,34,88372
1099,satispay,Ristorante,bancomat,218736,Ferrara di Monte Baldo,Nord-est,Veneto,Verona,2022-01-04,6,65062
1100,contante,Pasticceria,mastercard,622608,Palù,Nord-est,Veneto,Verona,2022-01-05,20,128649
1101,buono pasto,Bar,carta fedelta,56539,Palù,Nord-est,Veneto,Verona,2022-01-06,59,19048
1102,maestro,Pasticceria,mastercard,573442,Palù,Nord-est,Veneto,Verona,2022-01-07,18,52809
1103,mastercard,Hotel,maestro,672610,Palù,Nord-est,Veneto,Verona,2022-01-08,21,289544
1104,bancomat,Bar,bancomat,442894,Palù,Nord-est,Veneto,Verona,2022-01-09,77,121364
1105,carta fedelta,Ristorante,visa,206765,Palù,Nord-est,Veneto,Verona,2022-01-10,29,14721
1106,visa,Bar,mastercard,117598,Palù,Nord-est,Veneto,Verona,2022-01-11,49,42756
1107,postepay,Pasticceria,visa,522783,Palù,Nord-est,Veneto,Verona,2022-01-12,93,36720
1108,paypal,Ristorante,contante,905685,Palù,Nord-est,Veneto,Verona,2022-01-13,54,378025
1109,satispay,Stabilimento Balneare,carta fedelta,706292,Palù,Nord-est,Veneto,Verona,2022-01-14,82,259306
1110,contante,Stabilimento Balneare,bancomat,649160,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-15,19,283514
1111,buono pasto,Ristorante,buono pasto,725840,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-16,76,34160
1112,maestro,Pizzeria,carta fedelta,915251,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-17,89,157549
1113,mastercard,Ristorante,buono pasto,90237,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-18,36,44276
1114,bancomat,Pizzeria,carta fedelta,952387,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-19,26,429243
1115,carta fedelta,Stabilimento Balneare,paypal,682454,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-20,52,114276
1116,visa,Ristorante,maestro,193450,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-21,30,81727
1117,postepay,Ristorante,visa,280590,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-22,39,121817
1118,paypal,Enoteca,maestro,553336,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-23,14,264802
1119,satispay,Pizzeria,carta fedelta,947802,Torri del Benaco,Nord-est,Veneto,Verona,2022-01-24,86,12584
1120,contante,Stabilimento Balneare,satispay,822019,Arzignano,Nord-est,Veneto,Vicenza,2022-01-25,13,342940
1121,buono pasto,Bar,carta fedelta,249390,Arzignano,Nord-est,Veneto,Vicenza,2022-01-26,36,64157
1122,maestro,Ristorante,visa,513350,Arzignano,Nord-est,Veneto,Vicenza,2022-01-27,92,79555
1123,mastercard,Pasticceria,bancomat,401105,Arzignano,Nord-est,Veneto,Vicenza,2022-01-28,5,43781
1124,bancomat,Ristorante,carta fedelta,373336,Arzignano,Nord-est,Veneto,Vicenza,2022-01-29,64,68129
1125,carta fedelta,Enoteca,satispay,317152,Arzignano,Nord-est,Veneto,Vicenza,2022-01-30,69,147495
1126,visa,Bar,paypal,557092,Arzignano,Nord-est,Veneto,Vicenza,2022-01-31,96,210335
1127,postepay,Bar,paypal,88080,Arzignano,Nord-est,Veneto,Vicenza,2022-02-01,14,9697
1128,paypal,Pasticceria,buono pasto,462077,Arzignano,Nord-est,Veneto,Vicenza,2022-02-02,60,10521
1129,satispay,Pizzeria,maestro,222266,Arzignano,Nord-est,Veneto,Vicenza,2022-02-03,64,12846
1130,contante,Stabilimento Balneare,carta fedelta,314337,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-04,10,34339
1131,buono pasto,Stabilimento Balneare,buono pasto,745466,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-05,22,111120
1132,maestro,Enoteca,visa,701758,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-06,93,167
1133,mastercard,Hotel,satispay,464959,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-07,5,59577
1134,bancomat,Stabilimento Balneare,mastercard,661860,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-08,38,13276
1135,carta fedelta,Stabilimento Balneare,satispay,485996,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-09,39,183684
1136,visa,Hotel,postepay,644030,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-10,44,115892
1137,postepay,Pizzeria,bancomat,77517,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-11,100,35089
1138,paypal,Hotel,bancomat,996257,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-12,81,323234
1139,satispay,Pizzeria,buono pasto,219821,Lugo di Vicenza,Nord-est,Veneto,Vicenza,2022-02-13,35,106790
1140,contante,Hotel,carta fedelta,377540,Monteviale,Nord-est,Veneto,Vicenza,2022-02-14,34,32954
1141,buono pasto,Stabilimento Balneare,bancomat,379255,Monteviale,Nord-est,Veneto,Vicenza,2022-02-15,94,90672
1142,maestro,Stabilimento Balneare,contante,695744,Monteviale,Nord-est,Veneto,Vicenza,2022-02-16,24,85680
1143,mastercard,Ristorante,buono pasto,664372,Monteviale,Nord-est,Veneto,Vicenza,2022-02-17,16,143398
1144,bancomat,Hotel,postepay,956540,Monteviale,Nord-est,Veneto,Vicenza,2022-02-18,46,282325
1145,carta fedelta,Pizzeria,buono pasto,822733,Monteviale,Nord-est,Veneto,Vicenza,2022-02-19,22,315404
1146,visa,Pasticceria,satispay,877359,Monteviale,Nord-est,Veneto,Vicenza,2022-02-20,85,203999
1147,postepay,Pizzeria,bancomat,382520,Monteviale,Nord-est,Veneto,Vicenza,2022-02-21,7,179724
1148,paypal,Pasticceria,bancomat,232758,Monteviale,Nord-est,Veneto,Vicenza,2022-02-22,75,14327
1149,satispay,Enoteca,contante,463875,Monteviale,Nord-est,Veneto,Vicenza,2022-02-23,35,112060
1150,contante,Pizzeria,maestro,977399,Belluno,Nord-est,Veneto,Belluno,2022-02-24,77,146700
1151,buono pasto,Pizzeria,bancomat,874045,Belluno,Nord-est,Veneto,Belluno,2022-02-25,73,200743
1152,maestro,Bar,visa,184002,Belluno,Nord-est,Veneto,Belluno,2022-02-26,52,34202
1153,mastercard,Stabilimento Balneare,postepay,295955,Belluno,Nord-est,Veneto,Belluno,2022-02-27,77,74250
1154,bancomat,Hotel,bancomat,426061,Belluno,Nord-est,Veneto,Belluno,2022-02-28,38,178164
1155,carta fedelta,Enoteca,maestro,966409,Belluno,Nord-est,Veneto,Belluno,2022-03-01,84,399960
1156,visa,Ristorante,contante,917638,Belluno,Nord-est,Veneto,Belluno,2022-03-02,65,172147
1157,postepay,Hotel,satispay,385231,Belluno,Nord-est,Veneto,Belluno,2022-03-03,39,67016
1158,paypal,Bar,buono pasto,724796,Belluno,Nord-est,Veneto,Belluno,2022-03-04,29,199506
1159,satispay,Ristorante,mastercard,999420,Belluno,Nord-est,Veneto,Belluno,2022-03-05,78,29103
1160,contante,Pasticceria,satispay,177265,Sedico,Nord-est,Veneto,Belluno,2022-03-06,81,85132
1161,buono pasto,Pizzeria,satispay,148196,Sedico,Nord-est,Veneto,Belluno,2022-03-07,36,16695
1162,maestro,Enoteca,paypal,332887,Sedico,Nord-est,Veneto,Belluno,2022-03-08,15,16207
1163,mastercard,Pizzeria,visa,764736,Sedico,Nord-est,Veneto,Belluno,2022-03-09,17,120939
1164,bancomat,Bar,visa,3111,Sedico,Nord-est,Veneto,Belluno,2022-03-10,79,1383
1165,carta fedelta,Hotel,satispay,985785,Sedico,Nord-est,Veneto,Belluno,2022-03-11,72,239686
1166,visa,Stabilimento Balneare,visa,838662,Sedico,Nord-est,Veneto,Belluno,2022-03-12,17,23038
1167,postepay,Bar,visa,2392,Sedico,Nord-est,Veneto,Belluno,2022-03-13,4,112
1168,paypal,Pasticceria,carta fedelta,389705,Sedico,Nord-est,Veneto,Belluno,2022-03-14,47,56426
1169,satispay,Pizzeria,postepay,53358,Sedico,Nord-est,Veneto,Belluno,2022-03-15,6,9749
1170,contante,Stabilimento Balneare,paypal,958203,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-16,35,220831
1171,buono pasto,Bar,satispay,164038,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-17,31,8951
1172,maestro,Enoteca,paypal,590971,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-18,62,217392
1173,mastercard,Ristorante,bancomat,194538,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-19,27,85411
1174,bancomat,Hotel,satispay,175341,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-20,68,34910
1175,carta fedelta,Ristorante,carta fedelta,961089,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-21,46,395825
1176,visa,Enoteca,satispay,966399,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-22,36,326772
1177,postepay,Pasticceria,postepay,224462,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-23,2,76371
1178,paypal,Pizzeria,bancomat,209355,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-24,58,31794
1179,satispay,Bar,maestro,367033,Val di Zoldo,Nord-est,Veneto,Belluno,2022-03-25,49,135596
1180,contante,Stabilimento Balneare,satispay,83244,Miane,Nord-est,Veneto,Treviso,2022-03-26,80,36584
1181,buono pasto,Bar,buono pasto,841526,Miane,Nord-est,Veneto,Treviso,2022-03-27,92,58557
1182,maestro,Pasticceria,satispay,961722,Miane,Nord-est,Veneto,Treviso,2022-03-28,13,410493
1183,mastercard,Pizzeria,satispay,327586,Miane,Nord-est,Veneto,Treviso,2022-03-29,19,21783
1184,bancomat,Ristorante,buono pasto,304549,Miane,Nord-est,Veneto,Treviso,2022-03-30,99,466
1185,carta fedelta,Enoteca,mastercard,959469,Miane,Nord-est,Veneto,Treviso,2022-03-31,39,240910
1186,visa,Bar,carta fedelta,782880,Miane,Nord-est,Veneto,Treviso,2022-04-01,52,379872
1187,postepay,Bar,bancomat,35542,Miane,Nord-est,Veneto,Treviso,2022-04-02,34,6585
1188,paypal,Hotel,bancomat,172943,Miane,Nord-est,Veneto,Treviso,2022-04-03,64,36584
1189,satispay,Ristorante,carta fedelta,150357,Miane,Nord-est,Veneto,Treviso,2022-04-04,26,58197
1190,contante,Enoteca,satispay,46746,Roncade,Nord-est,Veneto,Treviso,2022-04-05,59,15819
1191,buono pasto,Pizzeria,maestro,426554,Roncade,Nord-est,Veneto,Treviso,2022-04-06,50,133732
1192,maestro,Ristorante,paypal,903614,Roncade,Nord-est,Veneto,Treviso,2022-04-07,100,182424
1193,mastercard,Bar,visa,79512,Roncade,Nord-est,Veneto,Treviso,2022-04-08,35,4318
1194,bancomat,Bar,maestro,322915,Roncade,Nord-est,Veneto,Treviso,2022-04-09,78,22047
1195,carta fedelta,Pasticceria,buono pasto,30777,Roncade,Nord-est,Veneto,Treviso,2022-04-10,57,470
1196,visa,Pizzeria,visa,563033,Roncade,Nord-est,Veneto,Treviso,2022-04-11,25,116101
1197,postepay,Stabilimento Balneare,visa,47777,Roncade,Nord-est,Veneto,Treviso,2022-04-12,92,20562
1198,paypal,Ristorante,postepay,60080,Roncade,Nord-est,Veneto,Treviso,2022-04-13,64,11384
1199,satispay,Bar,postepay,707611,Roncade,Nord-est,Veneto,Treviso,2022-04-14,13,195869
1200,contante,Bar,visa,332055,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-15,97,102499
1201,buono pasto,Pasticceria,buono pasto,7671,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-16,42,2733
1202,maestro,Ristorante,contante,513712,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-17,49,107389
1203,mastercard,Ristorante,mastercard,108248,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-18,26,5533
1204,bancomat,Stabilimento Balneare,buono pasto,217316,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-19,14,27600
1205,carta fedelta,Ristorante,bancomat,195245,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-20,19,74940
1206,visa,Hotel,mastercard,203268,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-21,83,66909
1207,postepay,Stabilimento Balneare,contante,592287,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-22,91,101377
1208,paypal,Pasticceria,contante,320559,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-23,6,93541
1209,satispay,Pizzeria,bancomat,372500,San Vendemiano,Nord-est,Veneto,Treviso,2022-04-24,66,62457
1210,contante,Bar,maestro,175473,Cona,Nord-est,Veneto,Venezia,2022-04-25,12,2591
1211,buono pasto,Ristorante,postepay,592690,Cona,Nord-est,Veneto,Venezia,2022-04-26,3,134018
1212,maestro,Bar,postepay,179928,Cona,Nord-est,Veneto,Venezia,2022-04-27,2,45759
1213,mastercard,Pasticceria,buono pasto,68521,Cona,Nord-est,Veneto,Venezia,2022-04-28,13,23772
1214,bancomat,Enoteca,bancomat,135863,Cona,Nord-est,Veneto,Venezia,2022-04-29,76,27148
1215,carta fedelta,Stabilimento Balneare,carta fedelta,10044,Cona,Nord-est,Veneto,Venezia,2022-04-30,76,4602
1216,visa,Pizzeria,carta fedelta,967377,Cona,Nord-est,Veneto,Venezia,2022-05-01,78,72303
1217,postepay,Ristorante,bancomat,336677,Cona,Nord-est,Veneto,Venezia,2022-05-02,80,73312
1218,paypal,Pasticceria,satispay,189313,Cona,Nord-est,Veneto,Venezia,2022-05-03,88,38161
1219,satispay,Pasticceria,postepay,747362,Cona,Nord-est,Veneto,Venezia,2022-05-04,13,213075
1220,contante,Hotel,visa,464818,Arre,Nord-est,Veneto,Padova,2022-05-05,26,184332
1221,buono pasto,Ristorante,postepay,996165,Arre,Nord-est,Veneto,Padova,2022-05-06,60,207739
1222,maestro,Bar,paypal,866357,Arre,Nord-est,Veneto,Padova,2022-05-07,72,9446
1223,mastercard,Enoteca,bancomat,485787,Arre,Nord-est,Veneto,Padova,2022-05-08,29,8992
1224,bancomat,Pasticceria,bancomat,389794,Arre,Nord-est,Veneto,Padova,2022-05-09,91,27674
1225,carta fedelta,Hotel,carta fedelta,940921,Arre,Nord-est,Veneto,Padova,2022-05-10,38,295639
1226,visa,Stabilimento Balneare,postepay,152684,Arre,Nord-est,Veneto,Padova,2022-05-11,60,58127
1227,postepay,Hotel,carta fedelta,571455,Arre,Nord-est,Veneto,Padova,2022-05-12,46,97093
1228,paypal,Bar,visa,331390,Arre,Nord-est,Veneto,Padova,2022-05-13,87,37135
1229,satispay,Hotel,carta fedelta,773639,Arre,Nord-est,Veneto,Padova,2022-05-14,78,45765
1230,contante,Ristorante,carta fedelta,689783,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-15,44,88110
1231,buono pasto,Pizzeria,visa,252084,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-16,40,68027
1232,maestro,Bar,contante,836602,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-17,15,243882
1233,mastercard,Hotel,carta fedelta,293352,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-18,49,6576
1234,bancomat,Pasticceria,visa,609101,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-19,38,15568
1235,carta fedelta,Bar,contante,2082,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-20,11,231
1236,visa,Enoteca,satispay,432847,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-21,21,76023
1237,postepay,Enoteca,contante,794413,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-22,26,210065
1238,paypal,Bar,bancomat,285512,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-23,75,1197
1239,satispay,Enoteca,paypal,596104,Maserà di Padova,Nord-est,Veneto,Padova,2022-05-24,23,284112
1240,contante,Bar,visa,940106,Masi,Nord-est,Veneto,Padova,2022-05-25,9,138069
1241,buono pasto,Bar,mastercard,35660,Masi,Nord-est,Veneto,Padova,2022-05-26,85,15180
1242,maestro,Bar,contante,486208,Masi,Nord-est,Veneto,Padova,2022-05-27,60,187390
1243,mastercard,Ristorante,mastercard,204708,Masi,Nord-est,Veneto,Padova,2022-05-28,91,58775
1244,bancomat,Enoteca,paypal,218354,Masi,Nord-est,Veneto,Padova,2022-05-29,9,67340
1245,carta fedelta,Bar,maestro,388613,Masi,Nord-est,Veneto,Padova,2022-05-30,79,99071
1246,visa,Bar,contante,425514,Masi,Nord-est,Veneto,Padova,2022-05-31,43,165224
1247,postepay,Enoteca,bancomat,7852,Masi,Nord-est,Veneto,Padova,2022-06-01,40,2237
1248,paypal,Bar,contante,111023,Masi,Nord-est,Veneto,Padova,2022-06-02,94,16333
1249,satispay,Bar,paypal,459057,Masi,Nord-est,Veneto,Padova,2022-06-03,40,166906
1250,contante,Pasticceria,mastercard,370303,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-04,19,171949
1251,buono pasto,Bar,bancomat,731405,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-05,36,58284
1252,maestro,Stabilimento Balneare,postepay,490061,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-06,14,185064
1253,mastercard,Enoteca,paypal,129872,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-07,25,42998
1254,bancomat,Hotel,postepay,254093,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-08,87,125467
1255,carta fedelta,Bar,mastercard,374594,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-09,91,67077
1256,visa,Ristorante,paypal,153385,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-10,37,63013
1257,postepay,Ristorante,buono pasto,861551,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-11,81,382233
1258,paypal,Pasticceria,contante,993113,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-12,62,47769
1259,satispay,Pasticceria,visa,228026,San Pietro Viminario,Nord-est,Veneto,Padova,2022-06-13,75,39683
1260,contante,Pasticceria,postepay,479800,Urbana,Nord-est,Veneto,Padova,2022-06-14,38,90215
1261,buono pasto,Bar,mastercard,984494,Urbana,Nord-est,Veneto,Padova,2022-06-15,3,391031
1262,maestro,Hotel,bancomat,868078,Urbana,Nord-est,Veneto,Padova,2022-06-16,29,263249
1263,mastercard,Ristorante,mastercard,945825,Urbana,Nord-est,Veneto,Padova,2022-06-17,11,426032
1264,bancomat,Hotel,satispay,750559,Urbana,Nord-est,Veneto,Padova,2022-06-18,45,102803
1265,carta fedelta,Hotel,bancomat,998664,Urbana,Nord-est,Veneto,Padova,2022-06-19,39,370878
1266,visa,Bar,bancomat,114952,Urbana,Nord-est,Veneto,Padova,2022-06-20,53,17231
1267,postepay,Bar,postepay,244321,Urbana,Nord-est,Veneto,Padova,2022-06-21,13,88603
1268,paypal,Hotel,paypal,992327,Urbana,Nord-est,Veneto,Padova,2022-06-22,54,90647
1269,satispay,Pizzeria,satispay,222269,Urbana,Nord-est,Veneto,Padova,2022-06-23,80,108723
1270,contante,Ristorante,satispay,185273,Pontecchio Polesine,Nord-est,Veneto,Rovigo,2022-06-24,82,67566
1271,buono pasto,Hotel,carta fedelta,402294,Pontecchio Polesine,Nord-est,Veneto,Rovigo,2022-06-25,59,88390
1272,maestro,Pasticceria,satispay,300750,Pontecchio Polesine,Nord-est,Veneto,Rovigo,2022-06-26,53,126290
1273,mastercard,Hotel,postepay,427776,Pontecchio Polesine,Nord-est,Veneto,Rovigo,2022-06-27,10,171767
